file_name,verified_transcript,raw_transcript
DISP-2026-08AF4C.wav,coquitlam engine 1 engine 4 rescue 2 respond emergency alarm activated - high risk 1131 dufferin street dufferin care centre use talk group 5 coquitlam map grid 81 coquitlam engine 1 engine 4 rescue 2 respond emergency alarm activated - high risk 1131 dufferin street dufferin care centre use talk group 5 coquitlam map grid 81,"Coquitlam Engine 1, Engine 4, Rescue 2, Respond Emergency, Alarm Activated, High Risk, 1, 1, 3, 1, Dufferin Street, Dufferin Care Centre, Use Talk Group, 5 Coquitlam, Map Grid, 8, 1, Coquitlam Engine, Region 1, Engine 4, Rescue 2, Respond Emergency, Alarm Activated, High Risk, 1131, Dufferin Street, Dufferin Care Centre, Use Talk Group, 5 Coquitlam, Map Grid 8-1."
DISP-2026-CDA3C8.wav,coquitlam engine 1 respond emergency medical aid - breathing problems 1432 parkway boulevard number 307 use talk group 10 combined response coquitlam map grid 78 coquitlam engine 1 respond emergency medical aid - breathing problems 1432 parkway boulevard number 307 use talk group 10 combined response coquitlam map grid 78,"Coquitlam Engine 1, Respond, Emergency, Medical Aid, Breathing Problem, 1, 4, 3, 2, Parkway, Boulevard, Number 307, Use Talk Group, 10 Combined Response Coquitlam, map grid, 7, 8, Coquitlam Engine 1, respond, emergency, medical aid, breathing problem, 14, 32, Parkway Boulevard, number 307, use talk group, 10 Combined Response Coquitlam, map grid, 7, 8."
DISP-2026-1D6C07.wav,coquitlam engine 1 respond emergency medical aid - collapse 2725 barnet highway mcdonalds near turning lane and access road use talk group combined response coquitlam map grid 69 coquitlam engine 1 respond emergency medical aid - collapse 2725 barnet highway mcdonalds near turning lane and access road use talk group combined response coquitlam map grid 69,"Coquitlam Engine 1, respond, emergency, medical aid, collapse, 2, 7, 2, 5, Barnet Highway, McDonald's, near turning lane, and access road, use talk group, 10 Combined Response Coquitlam, map grid, 6, 9, Coquitlam Engine, One, respond, emergency, medical aid, collapse, 27, 25, Barnet Highway, McDonald's, near turning lane, and access road, use talk group, 10 Combined Response Coquitlam, map grid, 6, 9."
DISP-2026-1388CD.wav,coquitlam engine 4 engine 1 respond emergency alarm activated 3415 harper road near coast meridian road and southview street use talk group 5 coquitlam map grid 113 coquitlam engine 4 engine 1 respond emergency alarm activated 3415 harper road near coast meridian road and southview street use talk group 5 coquitlam map grid 113,"Coquitlam, Engine 4, Engine 1, Respond, Emergency, Alarm activated, 3, 4, 1, 5, Harbour, Road, Near Coast Meridian, Road and Southview, Street, Use Talk Group, 5 Coquitlam, Map Grid, 1, 1, 3, Coquitlam, Coquitlam Engine 4, Engine 1, respond, emergency, alarm activated, 34, 15, harbor, road, near coast meridian, road and south view, street, use talk group, 5, coquitlam, map grid, 1, 1, 3."
DISP-2026-E38782.wav,coquitlam engine 1 respond emergency medical aid - allergic reaction 1837 camelback crt near muirfield place and pinehurst place use talk group 10 combined response coquitlam map grid 92 coquitlam engine 1 respond emergency medical aid - allergic reaction 1837 camelback crt near muirfield place and pinehurst place use talk group 10 combined response coquitlam map grid 92,"Coquitlam Engine 1, respond, emergency, medical aid, allergic reaction, 1, 8, 3, 7, camelback, court, near Murfield Place, and Pinehurst Place, use talk group, 10 Combined Response Coquitlam, map grid, 9, 2, Coquitlam Engine 2, Region 1, respond, emergency, medical aid, allergic reaction, 1837, camelback, court, near Murfield Place, and Pinehurst Place, use talk group, 10 Combined Response Coquitlam, map grid, 9-2."
DISP-2026-9C4851.wav,coquitlam medic 1 respond emergency medical aid - chest pain 3030 gordon avenue rain city housing near christmas way and westwood street use talk group 10 combined response coquitlam map grid 68 coquitlam medic 1 respond emergency medical aid - chest pain 3030 gordon avenue rain city housing near christmas way and westwood street use talk group 10 combined response coquitlam map grid 68,"Coquitlam, Medic, 1, Respond, Emergency, Medical Aid, Chest Pain, 3, 0, 3, 0, Gordon, Avenue, Rain City Housing, Near, Christmas, Way, and Westwood, Street, use talk group, 10 Combined Response Coquitlam, map grid, 6, 8. Coquitlam, Medic 1, respond, emergency, medical aid, chest pain, 30, 30, Gordon Avenue, Rain City Housing, near Christmas, Way and Westwood Street, use talk group, 10 Combined Response Coquitlam, map grid, 6, 8."
DISP-2026-E44F3B.wav,coquitlam medic 1 respond emergency medical aid - collapse 3030 gordon avenue rain city housing near christmas way and westwood street use talk group 10 combined response coquitlam map grid 68 coquitlam medic 1 respond emergency medical aid - collapse 3030 gordon avenue rain city housing near christmas way and westwood street use talk group 10 combined response coquitlam map grid 68,"Coquitlam, Medic, 1, Respond, Emergency, Medical Aid, Collapse, 3, 0, 3, 0, Gordon, Avenue, Rain City Housing, Near, Christmas, Way, and Westwood, Street, Use Talk Group, 10 Combined Response Coquitlam, map grid, 6, 8. Coquitlam, Medic, One, respond, emergency, medical aid,"
DISP-2026-518A06.wav,coquitlam engine 1 respond emergency medical aid - general illness 1142 dufferin street number 183 parkwood manor use talk group 10 combined response coquitlam map grid 81 coquitlam engine 1 respond emergency medical aid - general illness 1142 dufferin street number 183 parkwood manor use talk group 10 combined response coquitlam map grid 81,"Coquitlam Engine 1, respond, emergency, medical aid, general illness, 1142 Dufferin, Street, number 183, Parkroad Manor, use talk group 10 Combined Response Coquitlam Engine 1, respond, emergency, medical aid, general illness, 1142 Dufferin Street, number 183 Parkroad Manor, use talk group 10 Combinedots Coquitlam, map grid, eight, one, Coquitlam, engine, one, respond, emergency, medical aid, general illness, 1142, Dufferin, Street, number 183, Parkward Manor, use talk group 10 Combined Response Coquitlam, map grid, eight, one,"
DISP-2026-62B1D9.wav,coquitlam engine 1 respond emergency medical aid - stroke 1195 falcon drive number 31 near harrier drive and guildford way use talk group 10 combined response coquitlam map grid 70 coquitlam engine 1 respond emergency medical aid - stroke 1195 falcon drive number 31 near harrier drive and guildford way use talk group 10 combined response coquitlam map grid 70,"Coquitlam Engine 1, Respond, Emergency, Medical Aid, Stroke, 1, 1, 9, 5, Falcon, Drive, Number 31, Near, Harrier, Drive, and Guildford, Quay, Use Talk Group, 10 Combined Response Coquitlam, map grid, 70. Coquitlam Engine 1, respond, emergency, medical aid, stroke, 11, 95, Falcon Drive, number 31, near, harrier, drive, and, Guildford, Quay, use talk group, 10, Combined Response Coquitlam, map grid, 70"
DISP-2026-FF4C94.wav,coquitlam medic 1 respond emergency medical aid - collapse 3030 gordon avenue rain city housing near christmas way and westwood street use talk group 10 combined response coquitlam map grid 68 coquitlam medic 1 respond emergency medical aid - collapse 3030 gordon avenue rain city housing near christmas way and westwood street use talk group 10 combined response coquitlam map grid 68,"Coquitlam, Medic, 1, Respond, Emergency, Medical Aid, Collapse, 3, 0, 3, 0, Gordon Avenue, Rain City Housing, Near, Christmas, Way & Westwood Street, Use Talk Group, 10 Combined Response Coquitlam, map grid, 6, 8. Coquitlam, Medic 1, respond, emergency, medical aid, collapse, 30, 30, Gordon Avenue, Rain City Housing, near Christmas, Way, and Westwood Street, use talk group, 10 Combined Response Coquitlam, map grid, 6, 8."
DISP-2026-8E5236.wav,coquitlam engine 1 respond emergency medical aid - cardiac problem 2925 barnet highway near mall access and turning lane use talk group 10 combined response coquitlam map grid 82 coquitlam engine 1 respond emergency medical aid - cardiac problem 2925 barnet highway near mall access and turning lane use talk group 10 combined response coquitlam map grid 82,"Coquitlam Engine 1, respond, emergency, medical aid, cardiac problem, 2, 9, 2, 5, Barnet Highway, near mall, access, and turning lane, use talk group, 10 Combined Response Coquitlam, map grid, 8, 2, Coquitlam Engine 1. respond, emergency, medical aid, cardiac problem, 29, 25, Barnet Highway, near mall, access and turning lane, use talk group, 10 Combined Response Coquitlam, map grid, 8, 2."
